CRIM	ZN	INDUS	CHAS	NOX	RM	AGE	DIS	ZERO	ONE	TWO	THREE	FOUR	FIVE	FZ	FACE
2.41E-01	1.91E-02	2.47E-03	8.40E-05	2.63E-06	1.13E-05	1.57E-06	30.77036064	0	0	0	0	0	0	1	0
2.44E-01	2.09E-02	2.89E-03	1.42E-04	5.01E-06	1.62E-05	8.31E-06	31.51173035	0	0	0	0	0	0	1	0
2.49E-01	2.30E-02	2.97E-03	1.46E-04	4.63E-06	1.58E-05	9.69E-06	31.55100199	0	0	0	0	0	0	1	0
2.23E-01	1.40E-02	1.42E-03	2.34E-06	3.28E-07	1.29E-07	-1.01E-06	31.40907822	0	0	0	0	0	0	1	0
2.04E-01	1.20E-02	5.80E-04	5.62E-05	2.63E-07	5.52E-06	-5.27E-08	35.88976604	0	0	0	0	0	0	0	1
2.01E-01	1.08E-02	5.04E-04	3.32E-05	3.02E-07	2.41E-06	-1.18E-07	36.79872301	0	0	0	0	0	0	0	1
2.02E-01	1.13E-02	5.08E-04	4.08E-05	2.86E-07	3.34E-06	-9.26E-08	37.95463164	0	0	0	0	0	0	0	1
2.04E-01	1.18E-02	5.74E-04	4.27E-05	3.21E-07	3.87E-06	-7.74E-08	37.39430324	0	0	0	0	0	0	0	1
2.06E-01	1.19E-02	7.02E-04	4.81E-05	8.90E-08	4.43E-06	-7.37E-09	37.25989275	0	0	0	0	0	0	0	1
2.04E-01	1.14E-02	7.50E-04	5.80E-05	-2.10E-07	5.80E-06	-1.69E-08	37.11883482	0	0	0	0	0	0	0	1
2.01E-01	9.73E-03	9.24E-04	9.87E-05	-1.14E-06	9.65E-06	-6.76E-07	34.88436909	0	0	0	0	0	0	0	1
2.02E-01	1.03E-02	8.95E-04	8.45E-05	-1.25E-06	8.57E-06	-7.91E-07	35.57460058	0	0	0	0	0	0	0	1
2.02E-01	9.96E-03	8.28E-04	9.57E-05	-7.85E-07	7.89E-06	-1.21E-06	33.26779236	0	0	0	0	0	0	0	1
1.99E-01	9.82E-03	6.80E-04	7.81E-05	-6.05E-07	6.73E-06	-9.86E-07	37.48154682	0	0	0	0	0	0	0	1
2.01E-01	1.04E-02	6.37E-04	7.61E-05	-5.61E-07	6.77E-06	-8.03E-07	37.87304343	0	0	0	0	0	0	0	1
2.03E-01	1.23E-02	4.94E-04	7.67E-05	-5.25E-07	8.35E-06	-4.08E-07	41.47000093	0	0	0	0	0	0	0	1
2.06E-01	1.33E-02	4.98E-04	8.86E-05	-3.88E-07	1.02E-05	-1.61E-07	42.17534109	0	0	0	0	0	0	0	1
2.05E-01	1.30E-02	4.46E-04	9.63E-05	-2.33E-07	1.10E-05	-8.26E-08	42.62548573	0	0	0	0	0	0	0	1
2.05E-01	1.10E-02	2.90E-04	1.84E-05	2.14E-07	1.78E-06	-9.50E-08	31.11551313	0	0	0	0	0	0	0	1
1.90E-01	2.33E-03	1.74E-03	1.39E-05	-2.30E-08	-6.22E-07	2.33E-08	27.00595066	0	0	0	0	0	0	0	1
1.88E-01	2.10E-03	1.63E-03	1.24E-05	1.22E-10	-5.54E-07	6.76E-09	29.11841694	0	0	0	0	0	0	0	1
1.83E-01	3.04E-03	8.92E-04	3.28E-05	9.15E-08	-1.66E-06	-3.36E-08	32.8581406	0	0	0	0	0	0	0	1
1.77E-01	1.62E-03	6.19E-04	1.46E-05	6.96E-09	-5.50E-07	-2.39E-09	35.14493027	0	0	0	0	0	0	0	1
1.78E-01	1.91E-03	6.37E-04	1.14E-05	4.26E-08	-3.12E-07	-2.32E-08	36.09725333	0	0	0	0	0	0	0	1
1.81E-01	3.79E-03	3.67E-04	1.36E-05	8.02E-08	2.22E-07	-6.13E-08	34.20387285	0	0	0	0	0	0	0	1
1.83E-01	4.45E-03	3.71E-04	1.65E-05	8.51E-08	4.62E-07	-6.16E-08	37.0354395	0	0	0	0	0	0	0	1
1.85E-01	4.72E-03	4.21E-04	2.21E-05	7.83E-08	1.02E-06	-4.14E-08	38.19241108	0	0	0	0	0	0	0	1
1.98E-01	9.83E-03	1.87E-04	7.06E-06	-8.18E-08	6.58E-07	-1.87E-08	37.76230373	0	0	0	0	0	0	0	1
2.01E-01	1.08E-02	2.07E-04	1.71E-05	-3.67E-08	1.63E-06	-3.72E-09	36.67265907	0	0	0	0	0	0	0	1
2.02E-01	1.16E-02	4.43E-04	7.93E-05	5.76E-07	8.54E-06	-1.88E-07	38.28620284	0	0	0	0	0	0	0	1
2.03E-01	1.18E-02	4.59E-04	9.64E-05	6.07E-07	1.04E-05	-1.51E-07	39.77813451	0	0	0	0	0	0	0	1
2.02E-01	1.18E-02	6.00E-04	1.35E-04	7.69E-07	1.44E-05	-1.04E-07	43.58128603	0	0	0	0	0	0	0	1
2.05E-01	1.33E-02	4.51E-04	1.14E-04	3.05E-07	1.27E-05	2.56E-08	45.104313	0	0	0	0	0	0	0	1
2.05E-01	1.35E-02	3.82E-04	9.21E-05	1.86E-07	1.02E-05	3.06E-08	44.45610071	0	0	0	0	0	0	0	1
2.00E-01	1.18E-02	3.68E-04	7.09E-05	-5.61E-08	7.20E-06	-2.04E-08	47.25872128	0	0	0	0	0	0	0	1
2.01E-01	1.17E-02	4.29E-04	7.80E-05	-9.19E-08	7.72E-06	-4.10E-08	46.47963598	0	0	0	0	0	0	0	1
2.01E-01	1.13E-02	5.04E-04	8.02E-05	-2.25E-07	8.12E-06	-1.20E-07	43.11157253	0	0	0	0	0	0	0	1
2.04E-01	1.18E-02	6.28E-04	8.81E-05	-1.67E-07	9.51E-06	-5.45E-08	39.77519534	0	0	0	0	0	0	0	1
2.06E-01	1.23E-02	7.89E-04	1.13E-04	-4.97E-08	1.26E-05	-9.54E-09	38.3480462	0	0	0	0	0	0	0	1
2.08E-01	1.31E-02	7.99E-04	7.93E-05	3.95E-08	8.52E-06	5.45E-10	36.91930739	0	0	0	0	0	0	0	1
2.09E-01	1.29E-02	8.35E-04	6.02E-05	2.04E-07	5.90E-06	-2.04E-08	35.00705731	0	0	0	0	0	0	0	1
2.08E-01	1.20E-02	8.31E-04	1.90E-05	3.78E-07	-2.15E-07	-2.03E-07	31.35574103	0	0	0	0	0	0	0	1
2.06E-01	1.15E-02	7.07E-04	1.27E-05	2.08E-07	-8.49E-07	-1.38E-07	30.89106327	0	0	0	0	0	0	0	1
2.07E-01	1.12E-02	7.44E-04	1.32E-05	2.77E-07	-8.42E-07	-2.20E-07	29.63073969	0	0	0	0	0	0	0	1
2.13E-01	1.22E-02	5.77E-04	6.71E-06	7.44E-08	-7.30E-07	-7.49E-08	24.90027787	0	0	0	0	0	0	0	1
2.16E-01	1.23E-02	6.53E-04	1.01E-05	4.37E-07	1.81E-07	-3.72E-07	24.56296356	0	0	0	0	0	0	0	1
2.15E-01	1.20E-02	4.54E-04	1.43E-05	4.46E-07	1.45E-06	-2.73E-07	25.29988812	0	0	0	0	0	0	0	1
2.13E-01	1.27E-02	5.10E-04	4.08E-05	8.01E-07	4.54E-06	-3.84E-07	27.31909205	0	0	0	0	0	0	0	1
2.18E-01	1.36E-02	7.95E-04	9.87E-05	2.09E-06	1.15E-05	-8.05E-07	27.53382382	0	0	0	0	0	0	0	1
2.17E-01	1.45E-02	7.42E-04	1.13E-04	1.92E-06	1.35E-05	-5.94E-07	28.29436627	0	0	0	0	0	0	0	1
2.17E-01	1.49E-02	9.52E-04	1.64E-04	2.60E-06	1.95E-05	-6.25E-07	29.3646142	0	0	0	0	0	0	0	1
2.17E-01	1.57E-02	8.40E-04	1.57E-04	1.80E-06	1.92E-05	-3.20E-07	32.13026702	0	0	0	0	0	0	0	1
2.21E-01	1.75E-02	7.84E-04	1.55E-04	1.78E-06	1.93E-05	-2.20E-07	31.43295403	0	0	0	0	0	0	0	1
2.18E-01	1.65E-02	6.73E-04	1.47E-04	1.45E-06	1.81E-05	-2.46E-07	34.37545357	0	0	0	0	0	0	0	1
2.17E-01	1.60E-02	7.16E-04	1.63E-04	1.61E-06	1.99E-05	-2.85E-07	34.63624525	0	0	0	0	0	0	0	1
2.12E-01	1.54E-02	7.00E-04	1.84E-04	9.58E-07	2.18E-05	1.52E-08	44.03276259	0	0	0	0	0	0	0	1
2.10E-01	1.51E-02	4.89E-04	1.23E-04	3.99E-07	1.45E-05	2.75E-08	44.36005593	0	0	0	0	0	0	0	1
2.10E-01	1.53E-02	4.71E-04	1.16E-04	2.75E-07	1.35E-05	4.13E-08	44.56073623	0	0	0	0	0	0	0	1
2.06E-01	1.42E-02	2.92E-04	6.36E-05	-2.55E-08	6.99E-06	-6.60E-09	47.06930374	0	0	0	0	0	0	0	1
2.01E-01	1.23E-02	2.63E-04	4.97E-05	-1.30E-07	4.69E-06	-7.78E-08	43.76544172	0	0	0	0	0	0	0	1
2.01E-01	1.19E-02	3.60E-04	6.84E-05	-2.10E-07	6.23E-06	-1.47E-07	46.00049233	0	0	0	0	0	0	0	1
1.99E-01	1.13E-02	3.82E-04	7.02E-05	-2.02E-07	6.09E-06	-1.54E-07	49.11627096	0	0	0	0	0	0	0	1
1.96E-01	9.63E-03	4.03E-04	7.03E-05	-1.59E-07	5.86E-06	-1.28E-07	46.37044159	0	0	0	0	0	0	0	1
1.97E-01	9.77E-03	3.69E-04	7.15E-05	-7.59E-08	6.28E-06	-5.48E-08	44.89292883	0	0	0	0	0	0	0	1
1.98E-01	9.53E-03	3.59E-04	5.18E-05	1.14E-07	5.00E-06	3.23E-08	43.56171259	0	0	0	0	0	0	0	1
1.97E-01	9.19E-03	3.77E-04	3.46E-05	1.23E-07	3.32E-06	1.61E-08	42.78273705	0	0	0	0	0	0	0	1
1.99E-01	9.57E-03	4.07E-04	1.85E-05	2.09E-07	1.62E-06	-3.05E-08	40.65204074	0	0	0	0	0	0	0	1
2.00E-01	9.29E-03	5.52E-04	6.92E-06	1.55E-07	-3.97E-07	-8.75E-08	38.49715078	0	0	0	0	0	0	0	1
1.99E-01	9.43E-03	6.15E-04	1.22E-05	-6.17E-08	-7.66E-07	7.47E-08	38.68745106	0	0	0	0	0	0	0	1
1.98E-01	7.91E-03	7.75E-04	2.93E-05	-4.09E-07	7.30E-07	8.86E-07	35.36630324	0	0	0	0	0	0	0	1
1.99E-01	7.89E-03	2.40E-04	2.63E-05	1.31E-08	1.62E-06	4.36E-07	33.10927702	0	0	0	0	0	0	0	1
2.00E-01	7.55E-03	1.47E-04	2.49E-05	2.73E-08	1.57E-06	2.56E-07	32.3545267	0	0	0	0	0	0	0	1
1.99E-01	7.12E-03	3.94E-05	1.21E-05	-2.01E-08	7.61E-07	3.82E-08	31.06361974	0	0	0	0	0	0	0	1
2.08E-01	1.38E-02	1.80E-04	2.90E-05	1.00E-07	3.40E-06	-2.00E-08	31.85515966	0	0	0	0	0	0	0	1
2.01E-01	1.03E-02	6.04E-04	9.27E-06	1.34E-07	-8.87E-07	-1.31E-07	36.53131926	0	0	0	0	0	0	0	1
2.01E-01	1.00E-02	6.61E-04	9.33E-06	1.27E-07	-9.13E-07	-1.02E-07	36.8193402	0	0	0	0	0	0	0	1
1.97E-01	8.58E-03	6.25E-04	8.21E-06	1.77E-07	-5.79E-07	-1.18E-07	37.8463055	0	0	0	0	0	0	0	1
1.96E-01	8.66E-03	5.46E-04	1.04E-05	2.57E-07	-1.97E-07	-1.65E-07	39.38006282	0	0	0	0	0	0	0	1
1.96E-01	9.53E-03	3.62E-04	1.56E-05	2.65E-07	5.24E-07	-2.00E-07	41.84582967	0	0	0	0	0	0	0	1
1.95E-01	9.80E-03	2.57E-04	1.39E-05	1.74E-07	6.17E-07	-1.36E-07	42.4540209	0	0	0	0	0	0	0	1
1.95E-01	1.00E-02	2.26E-04	2.06E-05	1.97E-07	1.49E-06	-1.41E-07	43.56028107	0	0	0	0	0	0	0	1
1.92E-01	9.31E-03	8.95E-05	1.89E-05	4.31E-08	1.66E-06	-2.12E-08	44.5332252	0	0	0	0	0	0	0	1
1.97E-01	1.03E-02	7.79E-05	1.88E-05	-2.38E-08	1.85E-06	-5.04E-09	41.2614572	0	0	0	0	0	0	0	1
2.00E-01	1.09E-02	1.11E-04	2.26E-05	-2.95E-08	2.20E-06	-7.05E-09	40.06422448	0	0	0	0	0	0	0	1
2.01E-01	1.13E-02	1.04E-04	1.95E-05	-3.01E-08	1.88E-06	-8.25E-09	40.41877799	0	0	0	0	0	0	0	1
2.01E-01	1.12E-02	8.66E-05	1.37E-05	-1.30E-08	1.34E-06	-2.45E-09	38.34768063	0	0	0	0	0	0	0	1
2.03E-01	1.16E-02	8.39E-05	1.28E-05	8.00E-10	1.24E-06	1.33E-10	39.41607563	0	0	0	0	0	0	0	1
2.04E-01	1.18E-02	8.33E-05	1.03E-05	5.69E-08	1.10E-06	-3.41E-08	34.79683911	0	0	0	0	0	0	0	1
2.03E-01	1.16E-02	1.41E-04	1.14E-05	1.05E-07	1.05E-06	-1.05E-07	33.42335913	0	0	0	0	0	0	0	1
2.03E-01	1.14E-02	1.94E-04	1.30E-05	1.44E-07	1.03E-06	-1.76E-07	34.05328777	0	0	0	0	0	0	0	1
2.03E-01	1.16E-02	3.93E-04	1.68E-05	2.77E-07	6.68E-07	-4.20E-07	34.07935009	0	0	0	0	0	0	0	1
2.02E-01	1.15E-02	4.08E-04	1.34E-05	1.85E-07	-1.79E-07	-3.08E-07	35.0346708	0	0	0	0	0	0	0	1
2.07E-01	1.33E-02	4.72E-04	3.63E-05	5.24E-07	2.79E-06	-3.55E-07	34.39354887	0	0	0	0	0	0	0	1
2.08E-01	1.35E-02	4.76E-04	4.40E-05	5.43E-07	4.09E-06	-2.45E-07	34.14117597	0	0	0	0	0	0	0	1
2.10E-01	1.37E-02	4.85E-04	5.39E-05	2.38E-07	5.73E-06	-1.37E-08	33.916685	0	0	0	0	0	0	0	1
2.07E-01	1.32E-02	4.30E-04	3.47E-05	7.04E-09	3.17E-06	-2.79E-10	34.92442487	0	0	0	0	0	0	0	1
2.08E-01	1.19E-02	5.31E-04	2.40E-05	-4.19E-07	2.24E-06	-1.26E-07	32.62870687	0	0	0	0	0	0	0	1
2.09E-01	1.21E-02	4.69E-04	1.24E-05	-3.41E-07	1.01E-06	-1.08E-07	32.53778117	0	0	0	0	0	0	0	1
2.10E-01	1.18E-02	5.33E-04	6.80E-06	-3.79E-07	2.31E-07	-1.32E-07	30.39922105	0	0	0	0	0	0	0	1
2.13E-01	1.40E-02	7.29E-04	3.15E-05	-6.97E-07	2.17E-06	-1.20E-07	31.68633565	0	0	0	0	0	0	0	1
2.18E-01	1.58E-02	7.89E-04	3.27E-05	-7.40E-07	1.67E-06	-5.97E-08	29.6758355	0	0	0	0	0	0	0	1
2.17E-01	1.62E-02	7.02E-04	3.73E-05	-4.46E-07	1.70E-06	2.93E-08	28.57154697	0	0	0	0	0	0	0	1
2.17E-01	1.62E-02	7.04E-04	6.95E-05	1.03E-07	6.86E-06	-1.54E-08	28.4805339	0	0	0	0	0	0	0	1
2.16E-01	1.62E-02	5.12E-04	6.61E-05	3.20E-07	7.16E-06	-7.91E-08	27.45362544	0	0	0	0	0	0	0	1
2.13E-01	1.52E-02	5.44E-04	6.80E-05	3.52E-07	6.99E-06	-1.03E-07	27.25374285	0	0	0	0	0	0	0	1
2.10E-01	1.33E-02	2.58E-04	3.89E-05	1.23E-07	4.42E-06	-2.01E-08	25.89310009	0	0	0	0	0	0	0	1
2.16E-01	1.48E-02	3.53E-04	7.31E-05	2.47E-07	8.89E-06	-3.54E-08	25.09502336	0	0	0	0	0	0	0	1
2.11E-01	1.34E-02	3.01E-04	3.54E-05	-4.35E-09	3.76E-06	-5.07E-10	25.85004481	0	0	0	0	0	0	0	1
2.12E-01	1.39E-02	2.91E-04	2.49E-05	-3.88E-08	2.33E-06	-9.06E-09	26.69674235	0	0	0	0	0	0	0	1
2.15E-01	1.46E-02	3.87E-04	3.16E-05	7.72E-08	2.30E-06	1.74E-08	27.06107181	0	0	0	0	0	0	0	1
2.16E-01	1.55E-02	4.41E-04	4.03E-05	7.37E-08	2.60E-06	2.30E-08	28.6916281	0	0	0	0	0	0	0	1
2.12E-01	1.59E-02	2.74E-04	4.44E-05	7.77E-09	5.03E-06	1.84E-09	33.22539046	0	0	0	0	0	0	0	1
2.16E-01	1.85E-02	3.60E-04	6.72E-05	2.26E-07	8.91E-06	-3.99E-08	40.01777662	0	0	0	0	0	0	0	1
2.17E-01	1.91E-02	3.90E-04	5.93E-05	1.43E-07	7.57E-06	-2.55E-08	40.96242236	0	0	0	0	0	0	0	1
2.12E-01	1.71E-02	4.61E-04	4.38E-05	-1.63E-07	4.52E-06	1.27E-08	40.39119718	0	0	0	0	0	0	0	1
2.15E-01	1.76E-02	5.82E-04	5.24E-05	-2.51E-07	5.00E-06	2.12E-08	38.18109017	0	0	0	0	0	0	0	1
2.16E-01	1.76E-02	5.83E-04	4.44E-05	-2.05E-07	3.52E-06	2.81E-08	37.3283916	0	0	0	0	0	0	0	1
2.12E-01	1.59E-02	5.72E-04	3.26E-05	1.78E-08	1.27E-06	-4.73E-09	35.63239698	0	0	0	0	0	0	0	1
2.10E-01	1.48E-02	5.44E-04	3.42E-05	1.59E-07	1.79E-06	-6.09E-08	32.04138162	0	0	0	0	0	0	0	1
2.11E-01	1.46E-02	5.98E-04	4.40E-05	3.03E-07	3.02E-06	-1.21E-07	30.31008257	0	0	0	0	0	0	0	1
2.07E-01	1.30E-02	5.28E-04	4.26E-05	4.27E-07	2.88E-06	-2.36E-07	27.34320943	0	0	0	0	0	0	0	1
2.06E-01	1.22E-02	5.97E-04	5.89E-05	5.77E-07	4.63E-06	-3.03E-07	26.91615474	0	0	0	0	0	0	0	1
2.06E-01	1.12E-02	3.91E-04	4.90E-05	5.66E-07	4.73E-06	-3.68E-07	22.93663431	0	0	0	0	0	0	0	1
2.03E-01	1.10E-02	2.27E-04	2.66E-05	1.75E-07	2.59E-06	-7.89E-08	23.48352289	0	0	0	0	0	0	0	1
2.05E-01	1.05E-02	2.41E-04	3.76E-05	1.20E-07	3.71E-06	-4.11E-08	23.32914155	0	0	0	0	0	0	0	1
2.08E-01	1.11E-02	2.53E-04	3.18E-05	1.52E-07	3.11E-06	-1.19E-08	22.84498711	0	0	0	0	0	0	0	1
2.08E-01	1.13E-02	2.50E-04	2.91E-05	1.53E-07	2.63E-06	8.40E-10	23.36397711	0	0	0	0	0	0	0	1
2.06E-01	1.11E-02	3.25E-04	3.85E-05	3.04E-07	3.40E-06	-1.24E-08	24.17883133	0	0	0	0	0	0	0	1
2.06E-01	1.21E-02	2.69E-04	4.05E-05	2.11E-07	4.01E-06	-2.92E-09	26.68508204	0	0	0	0	0	0	0	1
2.04E-01	1.20E-02	2.25E-04	3.39E-05	1.37E-07	3.38E-06	4.17E-09	28.6321285	0	0	0	0	0	0	0	1
2.02E-01	1.20E-02	1.80E-04	2.55E-05	5.63E-08	2.66E-06	2.31E-09	31.97462571	0	0	0	0	0	0	0	1
1.99E-01	1.16E-02	2.59E-04	4.16E-05	3.21E-08	4.35E-06	2.22E-09	37.55757583	0	0	0	0	0	0	0	1
2.00E-01	1.22E-02	2.15E-04	3.80E-05	-1.17E-08	3.84E-06	-2.88E-09	38.41194964	0	0	0	0	0	0	0	1
1.98E-01	1.21E-02	1.62E-04	2.45E-05	-1.11E-08	2.52E-06	-2.71E-09	41.06933055	0	0	0	0	0	0	0	1
2.00E-01	1.29E-02	1.62E-04	2.65E-05	4.77E-08	2.98E-06	2.73E-09	39.82688831	0	0	0	0	0	0	0	1
2.01E-01	1.32E-02	1.87E-04	2.20E-05	7.27E-08	2.50E-06	-9.33E-09	40.56245621	0	0	0	0	0	0	0	1
1.99E-01	1.23E-02	2.32E-04	1.94E-05	1.35E-07	2.00E-06	-3.76E-08	38.19015631	0	0	0	0	0	0	0	1
2.02E-01	1.39E-02	1.89E-04	1.45E-05	1.27E-08	1.38E-06	-2.36E-09	41.69292515	0	0	0	0	0	0	0	1
2.23E-01	2.13E-02	7.56E-04	1.68E-04	-6.66E-07	2.32E-05	-5.49E-08	34.91584306	0	0	0	0	0	0	0	1
2.23E-01	2.15E-02	8.83E-04	1.68E-04	-9.28E-07	2.18E-05	-1.28E-08	38.21475164	0	0	0	0	0	0	0	1
2.12E-01	1.67E-02	5.74E-04	6.82E-05	-6.85E-07	6.31E-06	-3.97E-08	36.30322466	0	0	0	0	0	0	0	1
2.06E-01	1.46E-02	2.97E-04	1.64E-05	-2.02E-07	1.25E-06	-2.42E-08	41.1365327	0	0	0	0	0	0	0	1
2.10E-01	1.57E-02	3.93E-04	1.41E-05	-3.09E-07	1.94E-07	-2.70E-08	38.85054409	0	0	0	0	0	0	0	1
2.12E-01	1.62E-02	4.48E-04	2.06E-05	-3.83E-07	6.82E-07	-2.35E-08	37.99187023	0	0	0	0	0	0	0	1
2.12E-01	1.60E-02	5.34E-04	3.87E-05	-2.76E-07	3.22E-06	8.40E-10	37.72275247	0	0	0	0	0	0	0	1
2.13E-01	1.64E-02	3.92E-04	4.50E-05	-4.29E-08	4.97E-06	2.86E-10	37.43578143	0	0	0	0	0	0	0	1
2.08E-01	1.38E-02	2.98E-04	4.21E-05	-1.20E-07	4.66E-06	-2.52E-08	33.96384739	0	0	0	0	0	0	0	1
2.11E-01	1.40E-02	5.16E-04	4.83E-05	-5.22E-08	3.90E-06	-1.48E-08	32.60312946	0	0	0	0	0	0	0	1
2.11E-01	1.32E-02	7.02E-04	3.01E-05	9.60E-08	6.98E-07	2.20E-08	31.31809245	0	0	0	0	0	0	0	1
2.15E-01	1.44E-02	1.10E-03	2.77E-05	1.33E-07	-2.78E-06	4.61E-08	31.39555615	0	0	0	0	0	0	0	1
2.15E-01	1.55E-02	9.69E-04	2.81E-05	2.61E-07	-3.30E-06	8.01E-08	31.65684518	0	0	0	0	0	0	0	1
2.13E-01	1.45E-02	9.46E-04	2.73E-05	3.92E-07	-2.25E-06	8.87E-08	33.20868329	0	0	0	0	0	0	0	1
2.18E-01	1.70E-02	9.50E-04	4.63E-05	4.47E-07	-5.80E-07	1.15E-07	33.92074898	0	0	0	0	0	0	0	1
2.21E-01	1.77E-02	9.91E-04	5.88E-05	5.28E-07	-9.95E-07	1.65E-07	32.77888927	0	0	0	0	0	0	0	1
2.22E-01	1.91E-02	7.01E-04	7.55E-05	3.53E-07	4.85E-06	1.00E-07	35.47096882	0	0	0	0	0	0	0	1
2.19E-01	1.86E-02	5.45E-04	7.36E-05	6.31E-08	6.61E-06	2.08E-08	37.77591599	0	0	0	0	0	0	0	1
2.16E-01	1.82E-02	5.53E-04	1.06E-04	1.76E-08	1.20E-05	6.51E-09	43.65435716	0	0	0	0	0	0	0	1
2.17E-01	1.91E-02	4.13E-04	8.27E-05	-3.83E-08	1.04E-05	-8.04E-09	44.28925146	0	0	0	0	0	0	0	1
2.19E-01	2.03E-02	3.66E-04	8.45E-05	-1.58E-08	1.14E-05	-2.42E-09	44.83823805	0	0	0	0	0	0	0	1
2.19E-01	2.06E-02	2.71E-04	5.77E-05	1.92E-08	8.25E-06	2.61E-09	45.16830378	0	0	0	0	0	0	0	1
2.16E-01	1.95E-02	3.71E-04	6.46E-05	-5.90E-08	8.88E-06	-1.76E-09	45.53509874	0	0	0	0	0	0	0	1
2.10E-01	1.52E-02	6.78E-04	7.02E-05	2.98E-07	8.61E-06	6.46E-09	40.00861818	0	0	0	0	0	0	0	1
2.12E-01	1.78E-02	4.08E-04	5.38E-05	-5.19E-07	7.03E-06	-2.06E-07	45.01036577	0	0	0	0	0	0	0	1
2.03E-01	1.10E-02	8.34E-04	3.59E-05	-2.72E-07	3.75E-06	-5.41E-08	39.77591976	0	0	0	0	0	0	0	1
2.06E-01	1.15E-02	8.86E-04	4.46E-05	-2.86E-07	4.78E-06	-7.11E-08	38.07830291	0	0	0	0	0	0	0	1
2.13E-01	1.62E-02	6.50E-04	4.52E-05	-6.93E-07	4.77E-06	-1.36E-07	41.05612587	0	0	0	0	0	0	0	1
2.13E-01	1.58E-02	6.50E-04	4.22E-05	-4.57E-07	3.87E-06	-2.78E-08	39.03323443	0	0	0	0	0	0	0	1
2.14E-01	1.66E-02	4.86E-04	3.46E-05	1.31E-07	3.15E-06	-2.78E-08	38.58718883	0	0	0	0	0	0	0	1
2.13E-01	1.61E-02	4.36E-04	3.32E-05	2.20E-07	3.12E-06	-6.24E-08	38.77418035	0	0	0	0	0	0	0	1
2.11E-01	1.55E-02	3.59E-04	2.35E-05	2.81E-07	1.62E-06	-1.84E-07	38.53209713	0	0	0	0	0	0	0	1
2.05E-01	1.33E-02	2.17E-04	1.76E-05	1.65E-07	1.42E-06	-1.39E-07	37.24902995	0	0	0	0	0	0	0	1
2.06E-01	1.23E-02	1.38E-04	1.58E-05	9.08E-08	1.72E-06	-3.91E-08	31.66219208	0	0	0	0	0	0	0	1
2.04E-01	1.16E-02	1.33E-04	1.23E-05	2.56E-08	1.33E-06	-5.05E-09	32.62339741	0	0	0	0	0	0	0	1
2.27E-01	1.92E-02	1.31E-03	4.49E-05	1.10E-08	-5.53E-06	2.81E-09	30.68499698	0	0	0	0	0	0	0	1
2.25E-01	1.83E-02	1.35E-03	5.74E-05	4.86E-08	-4.68E-06	3.05E-08	31.29465059	0	0	0	0	0	0	0	1
2.19E-01	1.44E-02	1.45E-03	6.85E-05	1.94E-07	1.88E-06	1.16E-07	30.94383871	0	0	0	0	0	0	0	1
2.17E-01	1.32E-02	1.47E-03	6.84E-05	1.46E-07	2.42E-06	7.48E-08	31.10357798	0	0	0	0	0	0	0	1
2.17E-01	1.24E-02	1.54E-03	5.03E-05	5.39E-07	1.88E-06	3.41E-07	31.25786216	0	0	0	0	0	0	0	1
2.03E-01	9.89E-03	1.75E-04	3.27E-06	-4.51E-08	2.57E-07	-1.28E-08	33.81768636	0	0	0	0	0	0	0	1
2.04E-01	1.19E-02	1.45E-04	9.37E-06	1.23E-07	8.58E-07	-1.35E-07	34.13139208	0	0	0	0	0	0	0	1
2.05E-01	1.19E-02	5.55E-04	6.23E-06	9.68E-08	-6.67E-07	-7.14E-08	37.68333389	0	0	0	0	0	0	0	1
2.11E-01	1.19E-02	8.46E-04	7.12E-06	-3.83E-08	-2.79E-07	1.93E-08	36.12888527	0	0	0	0	0	0	0	1
2.11E-01	1.07E-02	1.06E-03	7.11E-06	-2.13E-08	-5.34E-07	1.63E-09	35.34002173	0	0	0	0	0	0	0	1
2.09E-01	1.07E-02	8.74E-04	7.12E-06	-3.16E-07	-7.32E-07	-7.66E-08	34.71156669	0	0	0	0	0	0	0	1
2.07E-01	1.02E-02	9.05E-04	7.63E-06	-7.47E-07	-6.28E-07	-3.49E-07	33.10649672	0	0	0	0	0	0	0	1
2.12E-01	1.03E-02	1.16E-03	3.34E-05	1.41E-06	1.59E-06	2.86E-07	32.8109981	0	0	0	0	0	0	0	1
2.16E-01	1.20E-02	1.31E-03	7.78E-05	1.74E-06	7.60E-06	-4.05E-07	33.33454	0	0	0	0	0	0	0	1
2.11E-01	1.18E-02	9.40E-04	7.20E-05	-5.31E-07	7.75E-06	4.46E-07	34.14642269	0	0	0	0	0	0	0	1
1.97E-01	8.80E-03	4.22E-04	2.07E-05	-2.82E-07	1.91E-06	8.44E-07	35.8169663	0	0	0	0	0	0	0	1
1.95E-01	8.78E-03	2.50E-04	1.24E-05	-9.38E-09	1.11E-06	4.70E-07	37.91556429	0	0	0	0	0	0	0	1
1.92E-01	5.94E-03	1.18E-04	5.35E-06	1.28E-07	1.05E-07	8.07E-08	36.85512751	0	0	0	0	0	0	0	1
1.94E-01	6.20E-03	2.17E-04	4.98E-06	1.75E-07	2.78E-07	9.75E-08	34.95794356	0	0	0	0	0	0	0	1
