CRIM	ZN	INDUS	CHAS	NOX	RM	AGE	DIS	ZERO	ONE	TWO	THREE	FOUR	FIVE	FZ	FACE
1.83E-01	6.21E-03	4.92E-04	4.11E-05	1.16E-08	3.24E-06	-1.11E-06	30.16510035	1	0	0	0	0	0	0	0
1.84E-01	5.93E-03	5.43E-04	4.62E-05	-1.08E-07	3.53E-06	-1.32E-06	29.66818503	1	0	0	0	0	0	0	0
1.84E-01	6.12E-03	5.00E-04	4.80E-05	-1.12E-07	3.76E-06	-1.02E-06	29.87976689	1	0	0	0	0	0	0	0
1.85E-01	6.86E-03	5.40E-04	5.64E-05	1.58E-08	4.59E-06	-1.13E-06	30.81994478	1	0	0	0	0	0	0	0
1.90E-01	8.98E-03	4.83E-04	5.82E-05	2.79E-07	4.97E-06	-9.06E-07	30.51816159	1	0	0	0	0	0	0	0
1.90E-01	8.80E-03	5.09E-04	5.91E-05	3.87E-07	4.82E-06	-8.91E-07	30.51156215	1	0	0	0	0	0	0	0
1.90E-01	8.31E-03	5.44E-04	5.91E-05	5.88E-07	4.74E-06	-8.91E-07	30.53554451	1	0	0	0	0	0	0	0
1.87E-01	7.68E-03	4.93E-04	5.05E-05	5.99E-07	4.11E-06	-7.36E-07	30.78798676	1	0	0	0	0	0	0	0
1.84E-01	6.31E-03	5.07E-04	4.77E-05	6.03E-07	3.56E-06	-8.29E-07	30.80115073	1	0	0	0	0	0	0	0
1.86E-01	6.72E-03	7.46E-04	7.77E-05	9.18E-07	6.01E-06	-1.73E-06	27.86906452	1	0	0	0	0	0	0	0
1.83E-01	5.16E-03	7.92E-04	5.98E-05	3.26E-07	4.13E-06	-2.52E-06	28.52582707	1	0	0	0	0	0	0	0
1.80E-01	4.31E-03	8.37E-04	6.07E-05	-6.39E-08	3.72E-06	-2.75E-06	28.47712177	1	0	0	0	0	0	0	0
1.85E-01	6.34E-03	8.50E-04	8.46E-05	4.56E-07	6.73E-06	-2.81E-06	27.15327436	1	0	0	0	0	0	0	0
1.83E-01	5.25E-03	7.57E-04	5.31E-05	1.04E-06	3.39E-06	-8.44E-07	26.6401119	1	0	0	0	0	0	0	0
1.80E-01	3.90E-03	6.67E-04	3.34E-05	4.00E-07	1.48E-06	-1.99E-07	24.81907384	1	0	0	0	0	0	0	0
1.78E-01	3.26E-03	6.07E-04	2.76E-05	4.27E-07	1.06E-06	-2.91E-07	24.94065768	1	0	0	0	0	0	0	0
1.77E-01	2.74E-03	7.22E-04	2.80E-05	6.55E-07	1.41E-06	-1.52E-06	26.36813988	1	0	0	0	0	0	0	0
1.81E-01	3.94E-03	8.43E-04	3.94E-05	2.43E-07	1.73E-06	-2.71E-06	26.90749629	1	0	0	0	0	0	0	0
1.85E-01	5.35E-03	9.83E-04	4.70E-05	-1.06E-06	1.64E-06	-2.90E-06	27.00633254	1	0	0	0	0	0	0	0
1.87E-01	5.94E-03	1.09E-03	7.25E-05	-1.31E-06	3.94E-06	-2.70E-06	27.85342268	1	0	0	0	0	0	0	0
1.86E-01	6.02E-03	9.94E-04	8.02E-05	-1.01E-06	5.45E-06	-2.05E-06	28.59626266	1	0	0	0	0	0	0	0
1.86E-01	6.88E-03	7.77E-04	8.27E-05	4.34E-07	6.86E-06	-2.31E-06	29.08333523	1	0	0	0	0	0	0	0
1.85E-01	6.29E-03	7.86E-04	7.18E-05	1.18E-06	5.46E-06	-1.53E-06	27.87534466	1	0	0	0	0	0	0	0
1.86E-01	6.71E-03	7.24E-04	6.49E-05	9.74E-07	4.66E-06	-1.09E-06	27.30556733	1	0	0	0	0	0	0	0
1.83E-01	5.68E-03	7.58E-04	5.27E-05	6.79E-07	3.10E-06	-3.69E-07	25.96242735	1	0	0	0	0	0	0	0
1.81E-01	4.69E-03	6.71E-04	4.16E-05	4.74E-07	1.99E-06	-2.62E-07	25.6699868	1	0	0	0	0	0	0	0
1.80E-01	4.42E-03	7.41E-04	4.85E-05	7.91E-07	2.79E-06	-4.93E-07	26.16763409	1	0	0	0	0	0	0	0
1.81E-01	4.30E-03	7.91E-04	5.27E-05	1.18E-06	3.29E-06	-9.87E-07	25.69678265	1	0	0	0	0	0	0	0
1.80E-01	4.32E-03	7.89E-04	5.53E-05	1.30E-06	3.61E-06	-1.14E-06	26.11090679	1	0	0	0	0	0	0	0
1.80E-01	3.66E-03	9.06E-04	5.04E-05	1.41E-06	2.89E-06	-2.33E-06	27.90244094	1	0	0	0	0	0	0	0
1.83E-01	4.63E-03	8.34E-04	5.35E-05	6.40E-07	3.48E-06	-2.39E-06	28.19838771	1	0	0	0	0	0	0	0
1.83E-01	4.82E-03	9.05E-04	5.78E-05	6.97E-07	3.83E-06	-2.78E-06	28.72961328	1	0	0	0	0	0	0	0
1.82E-01	4.56E-03	9.21E-04	5.61E-05	7.47E-07	3.60E-06	-2.87E-06	27.83244821	1	0	0	0	0	0	0	0
1.83E-01	4.78E-03	8.69E-04	5.33E-05	5.78E-07	3.28E-06	-2.83E-06	27.3068802	1	0	0	0	0	0	0	0
1.80E-01	3.89E-03	8.62E-04	5.09E-05	5.60E-07	2.91E-06	-2.66E-06	28.20791203	1	0	0	0	0	0	0	0
1.80E-01	4.07E-03	7.78E-04	4.56E-05	2.01E-07	2.73E-06	-2.28E-06	29.40106234	1	0	0	0	0	0	0	0
1.80E-01	4.25E-03	7.67E-04	4.16E-05	1.41E-07	2.49E-06	-2.25E-06	30.08617269	1	0	0	0	0	0	0	0
1.82E-01	4.27E-03	1.02E-03	4.88E-05	-5.28E-07	2.21E-06	-3.82E-06	28.85653617	1	0	0	0	0	0	0	0
1.82E-01	4.69E-03	7.76E-04	6.09E-05	-5.00E-07	4.15E-06	-8.93E-07	30.58527812	1	0	0	0	0	0	0	0
1.83E-01	5.34E-03	5.61E-04	4.99E-05	-1.94E-07	3.48E-06	-3.25E-07	29.83142868	1	0	0	0	0	0	0	0
1.92E-01	8.70E-03	8.31E-04	9.51E-05	-4.70E-07	8.86E-06	-1.40E-06	30.45534517	1	0	0	0	0	0	0	0
1.99E-01	1.12E-02	9.32E-04	1.38E-04	-4.15E-07	1.45E-05	-1.38E-06	30.69983835	1	0	0	0	0	0	0	0
2.02E-01	1.22E-02	1.02E-03	1.63E-04	-4.09E-07	1.77E-05	-1.66E-06	30.08881786	1	0	0	0	0	0	0	0
2.04E-01	1.30E-02	1.13E-03	1.86E-04	2.57E-07	2.06E-05	-3.37E-06	31.05357575	1	0	0	0	0	0	0	0
1.96E-01	1.01E-02	9.60E-04	1.16E-04	6.52E-07	1.08E-05	-2.64E-06	31.08974593	1	0	0	0	0	0	0	0
1.89E-01	7.47E-03	8.58E-04	9.07E-05	7.08E-07	7.44E-06	-2.28E-06	29.45440417	1	0	0	0	0	0	0	0
1.88E-01	6.88E-03	8.99E-04	9.15E-05	5.74E-07	7.03E-06	-2.37E-06	28.05307239	1	0	0	0	0	0	0	0
1.84E-01	5.70E-03	9.16E-04	8.20E-05	1.05E-06	5.98E-06	-2.72E-06	22.19162374	1	0	0	0	0	0	0	0
1.84E-01	5.79E-03	8.67E-04	6.68E-05	1.10E-06	4.73E-06	-2.13E-06	22.23007871	1	0	0	0	0	0	0	0
1.87E-01	6.81E-03	8.42E-04	7.20E-05	9.33E-07	5.51E-06	-2.11E-06	20.9345764	1	0	0	0	0	0	0	0
2.32E-01	7.55E-03	2.03E-03	4.63E-04	-4.64E-06	3.60E-05	-8.80E-06	12.52838247	1	0	0	0	0	0	0	0
1.85E-01	5.96E-03	9.27E-04	7.97E-05	1.38E-06	6.00E-06	-2.63E-06	23.80937756	1	0	0	0	0	0	0	0
1.87E-01	6.24E-03	1.07E-03	9.50E-05	1.42E-06	7.24E-06	-3.33E-06	25.49070721	1	0	0	0	0	0	0	0
1.86E-01	5.87E-03	1.10E-03	9.67E-05	1.61E-06	7.40E-06	-3.78E-06	27.38723388	1	0	0	0	0	0	0	0
1.87E-01	6.02E-03	1.09E-03	1.01E-04	1.53E-06	7.83E-06	-3.91E-06	28.69305531	1	0	0	0	0	0	0	0
1.85E-01	5.51E-03	1.15E-03	9.70E-05	1.41E-06	7.04E-06	-4.26E-06	30.23960668	1	0	0	0	0	0	0	0
1.88E-01	6.21E-03	1.27E-03	1.14E-04	1.51E-06	8.67E-06	-5.18E-06	30.36888463	1	0	0	0	0	0	0	0
1.92E-01	6.72E-03	1.53E-03	1.31E-04	1.85E-06	9.61E-06	-7.30E-06	31.27443614	1	0	0	0	0	0	0	0
1.92E-01	6.67E-03	1.64E-03	1.35E-04	1.31E-06	9.41E-06	-8.34E-06	32.04495175	1	0	0	0	0	0	0	0
1.92E-01	7.03E-03	1.44E-03	1.06E-04	5.70E-07	6.69E-06	-6.97E-06	31.84403789	1	0	0	0	0	0	0	0
1.92E-01	6.96E-03	1.46E-03	1.17E-04	1.21E-06	7.91E-06	-7.16E-06	31.69096115	1	0	0	0	0	0	0	0
1.90E-01	6.18E-03	1.43E-03	1.19E-04	1.55E-06	8.22E-06	-6.71E-06	30.08833771	1	0	0	0	0	0	0	0
1.85E-01	5.22E-03	1.20E-03	1.01E-04	1.97E-06	7.05E-06	-4.64E-06	28.08898651	1	0	0	0	0	0	0	0
1.81E-01	4.46E-03	1.01E-03	7.78E-05	1.66E-06	5.20E-06	-2.96E-06	26.85220787	1	0	0	0	0	0	0	0
1.84E-01	5.25E-03	1.09E-03	9.09E-05	1.87E-06	6.56E-06	-3.41E-06	25.47876934	1	0	0	0	0	0	0	0
1.84E-01	5.08E-03	1.06E-03	9.12E-05	1.70E-06	6.40E-06	-3.35E-06	23.96478246	1	0	0	0	0	0	0	0
1.82E-01	4.88E-03	8.47E-04	6.18E-05	1.25E-06	4.19E-06	-2.24E-06	23.22649259	1	0	0	0	0	0	0	0
1.81E-01	4.88E-03	6.43E-04	3.96E-05	8.92E-07	2.57E-06	-1.14E-06	22.41550187	1	0	0	0	0	0	0	0
1.78E-01	4.13E-03	5.81E-04	2.86E-05	6.98E-07	1.65E-06	-5.98E-07	21.29193436	1	0	0	0	0	0	0	0
1.76E-01	3.67E-03	4.95E-04	2.22E-05	5.38E-07	1.22E-06	-4.23E-07	22.22242038	1	0	0	0	0	0	0	0
1.81E-01	4.18E-03	1.02E-03	7.27E-05	2.01E-06	4.70E-06	-1.11E-06	25.92585607	1	0	0	0	0	0	0	0
1.83E-01	4.06E-03	1.29E-03	1.00E-04	3.18E-06	6.34E-06	-2.16E-06	28.918471	1	0	0	0	0	0	0	0
1.80E-01	3.33E-03	1.20E-03	7.00E-05	2.71E-06	3.78E-06	-1.67E-06	30.05300702	1	0	0	0	0	0	0	0
1.80E-01	3.46E-03	9.99E-04	4.30E-05	2.02E-06	1.89E-06	-2.27E-06	32.97138626	1	0	0	0	0	0	0	0
1.83E-01	4.22E-03	1.18E-03	6.02E-05	2.71E-06	2.81E-06	-3.52E-06	34.29633029	1	0	0	0	0	0	0	0
1.84E-01	4.45E-03	1.20E-03	6.18E-05	2.64E-06	2.96E-06	-3.89E-06	34.28713886	1	0	0	0	0	0	0	0
1.92E-01	6.86E-03	1.56E-03	1.15E-04	4.13E-06	6.83E-06	-7.39E-06	37.39874214	1	0	0	0	0	0	0	0
1.93E-01	7.06E-03	1.67E-03	1.19E-04	3.36E-06	7.09E-06	-8.83E-06	38.5981205	1	0	0	0	0	0	0	0
1.95E-01	7.66E-03	1.69E-03	1.29E-04	2.79E-06	7.86E-06	-9.69E-06	38.86217395	1	0	0	0	0	0	0	0
1.95E-01	8.43E-03	1.52E-03	1.49E-04	9.08E-07	1.16E-05	-8.01E-06	42.39921581	1	0	0	0	0	0	0	0
1.94E-01	8.07E-03	1.42E-03	1.50E-04	3.97E-07	1.22E-05	-7.05E-06	42.76241034	1	0	0	0	0	0	0	0
1.93E-01	8.82E-03	1.14E-03	1.36E-04	2.72E-07	1.27E-05	-4.33E-06	44.03111909	1	0	0	0	0	0	0	0
1.95E-01	9.51E-03	1.13E-03	1.44E-04	4.89E-07	1.40E-05	-4.08E-06	43.75396054	1	0	0	0	0	0	0	0
2.00E-01	1.14E-02	1.34E-03	1.88E-04	2.39E-06	1.99E-05	-5.28E-06	43.37817828	1	0	0	0	0	0	0	0
2.01E-01	1.21E-02	1.24E-03	1.80E-04	2.44E-06	1.94E-05	-4.42E-06	43.04280841	1	0	0	0	0	0	0	0
1.95E-01	9.77E-03	1.02E-03	1.30E-04	2.30E-06	1.24E-05	-1.86E-06	45.48406071	1	0	0	0	0	0	0	0
1.99E-01	1.12E-02	1.03E-03	1.15E-04	2.02E-06	1.11E-05	-1.96E-06	44.18042999	1	0	0	0	0	0	0	0
1.91E-01	7.99E-03	1.16E-03	1.19E-04	2.53E-06	1.02E-05	-2.55E-06	49.12445693	1	0	0	0	0	0	0	0
1.91E-01	7.44E-03	1.30E-03	1.30E-04	2.34E-06	1.08E-05	-4.32E-06	49.70190552	1	0	0	0	0	0	0	0
1.92E-01	7.82E-03	1.37E-03	1.44E-04	2.22E-06	1.24E-05	-4.96E-06	49.52446076	1	0	0	0	0	0	0	0
1.95E-01	9.00E-03	1.33E-03	1.58E-04	1.44E-06	1.48E-05	-5.07E-06	49.56176231	1	0	0	0	0	0	0	0
1.96E-01	9.56E-03	1.31E-03	1.66E-04	1.10E-06	1.62E-05	-5.08E-06	49.23794006	1	0	0	0	0	0	0	0
1.97E-01	9.73E-03	1.37E-03	1.77E-04	8.75E-07	1.74E-05	-5.73E-06	47.26185992	1	0	0	0	0	0	0	0
1.96E-01	9.29E-03	1.32E-03	1.72E-04	8.47E-08	1.65E-05	-5.05E-06	45.05929437	1	0	0	0	0	0	0	0
1.95E-01	8.85E-03	1.47E-03	1.81E-04	-8.42E-07	1.69E-05	-5.08E-06	45.10604045	1	0	0	0	0	0	0	0
1.98E-01	7.03E-03	1.99E-03	1.85E-04	-3.95E-06	1.24E-05	-1.10E-05	40.67455788	1	0	0	0	0	0	0	0
1.98E-01	7.75E-03	1.94E-03	1.85E-04	-2.70E-06	1.29E-05	-1.14E-05	41.67729759	1	0	0	0	0	0	0	0
1.99E-01	8.38E-03	2.21E-03	1.62E-04	2.01E-07	7.67E-06	-1.68E-05	41.07024397	1	0	0	0	0	0	0	0
1.92E-01	6.82E-03	1.61E-03	1.34E-04	1.40E-07	9.61E-06	-7.70E-06	43.56403921	1	0	0	0	0	0	0	0
1.86E-01	5.01E-03	1.21E-03	7.29E-05	-1.37E-08	4.28E-06	-4.51E-06	41.72222302	1	0	0	0	0	0	0	0
1.81E-01	4.01E-03	8.20E-04	4.17E-05	-1.44E-07	2.11E-06	-2.30E-06	40.59053087	1	0	0	0	0	0	0	0
1.82E-01	4.34E-03	9.12E-04	5.07E-05	-2.32E-07	2.68E-06	-2.74E-06	40.21363158	1	0	0	0	0	0	0	0
1.88E-01	6.05E-03	1.06E-03	7.93E-05	-8.13E-07	5.24E-06	-2.80E-06	39.84641072	1	0	0	0	0	0	0	0
1.94E-01	7.65E-03	1.57E-03	1.30E-04	-1.51E-06	9.16E-06	-5.86E-06	39.05619164	1	0	0	0	0	0	0	0
2.03E-01	9.41E-03	2.01E-03	1.37E-04	-9.37E-07	7.59E-06	-1.20E-05	34.61685015	1	0	0	0	0	0	0	0
1.93E-01	7.86E-03	1.53E-03	1.66E-04	-6.41E-07	1.29E-05	-7.23E-06	39.55949997	1	0	0	0	0	0	0	0
1.95E-01	8.32E-03	1.67E-03	1.77E-04	-4.07E-07	1.43E-05	-8.60E-06	38.58629532	1	0	0	0	0	0	0	0
1.92E-01	7.17E-03	1.54E-03	1.51E-04	3.37E-07	1.19E-05	-7.69E-06	36.50639836	1	0	0	0	0	0	0	0
1.88E-01	6.31E-03	1.30E-03	1.15E-04	7.16E-07	8.97E-06	-5.42E-06	33.10211042	1	0	0	0	0	0	0	0
1.85E-01	5.30E-03	1.22E-03	1.00E-04	6.14E-07	7.22E-06	-4.62E-06	30.67709233	1	0	0	0	0	0	0	0
1.85E-01	5.07E-03	1.15E-03	9.10E-05	3.90E-07	6.46E-06	-4.04E-06	29.48818665	1	0	0	0	0	0	0	0
1.82E-01	4.34E-03	9.91E-04	7.29E-05	8.03E-07	4.80E-06	-3.19E-06	27.1011283	1	0	0	0	0	0	0	0
1.82E-01	4.37E-03	1.04E-03	7.53E-05	8.14E-07	4.88E-06	-3.34E-06	25.84780241	1	0	0	0	0	0	0	0
1.83E-01	4.98E-03	9.85E-04	7.60E-05	1.04E-06	4.99E-06	-2.83E-06	25.42562648	1	0	0	0	0	0	0	0
1.86E-01	6.10E-03	1.03E-03	8.57E-05	1.41E-06	6.40E-06	-3.13E-06	25.00136312	1	0	0	0	0	0	0	0
1.85E-01	5.61E-03	1.03E-03	7.67E-05	1.70E-06	5.47E-06	-2.60E-06	27.76616864	1	0	0	0	0	0	0	0
1.84E-01	4.86E-03	1.17E-03	8.39E-05	2.41E-06	5.83E-06	-3.30E-06	31.33682639	1	0	0	0	0	0	0	0
1.84E-01	4.61E-03	1.31E-03	9.79E-05	2.92E-06	6.60E-06	-4.58E-06	36.05807395	1	0	0	0	0	0	0	0
1.85E-01	4.44E-03	1.41E-03	1.03E-04	3.10E-06	6.76E-06	-5.43E-06	36.63534686	1	0	0	0	0	0	0	0
1.85E-01	4.62E-03	1.41E-03	1.00E-04	2.71E-06	6.35E-06	-5.96E-06	40.91072918	1	0	0	0	0	0	0	0
1.87E-01	5.22E-03	1.54E-03	1.10E-04	2.67E-06	7.22E-06	-7.04E-06	40.12360864	1	0	0	0	0	0	0	0
1.91E-01	6.50E-03	1.55E-03	1.29E-04	5.06E-07	8.82E-06	-7.77E-06	41.30342673	1	0	0	0	0	0	0	0
2.04E-01	7.81E-03	3.07E-03	1.35E-04	4.74E-06	-1.19E-05	-2.71E-05	35.99827046	1	0	0	0	0	0	0	0
1.98E-01	7.45E-03	2.31E-03	1.30E-04	-3.02E-06	1.38E-06	-1.75E-05	37.26555734	1	0	0	0	0	0	0	0
1.98E-01	7.01E-03	2.29E-03	1.40E-04	-4.70E-06	3.58E-06	-1.52E-05	37.20385391	1	0	0	0	0	0	0	0
1.97E-01	5.59E-03	2.20E-03	1.49E-04	-6.56E-06	5.54E-06	-8.93E-06	35.46908255	1	0	0	0	0	0	0	0
1.97E-01	5.40E-03	1.95E-03	1.48E-04	-4.83E-06	7.35E-06	-5.45E-06	34.16715378	1	0	0	0	0	0	0	0
2.02E-01	1.22E-02	1.07E-03	1.51E-04	-6.38E-07	1.67E-05	-1.90E-06	36.54422406	1	0	0	0	0	0	0	0
2.01E-01	1.19E-02	1.09E-03	1.67E-04	-4.65E-07	1.77E-05	-1.82E-06	36.64536921	1	0	0	0	0	0	0	0
2.00E-01	1.15E-02	1.19E-03	1.75E-04	-4.90E-07	1.81E-05	-2.40E-06	36.92418607	1	0	0	0	0	0	0	0
1.97E-01	1.03E-02	1.20E-03	1.54E-04	-5.00E-09	1.50E-05	-3.49E-06	36.29250785	1	0	0	0	0	0	0	0
1.94E-01	8.68E-03	1.25E-03	1.34E-04	1.15E-06	1.21E-05	-4.40E-06	37.2155084	1	0	0	0	0	0	0	0
1.88E-01	6.75E-03	1.15E-03	1.08E-04	1.47E-06	8.86E-06	-4.20E-06	37.0982956	1	0	0	0	0	0	0	0
1.89E-01	6.72E-03	1.25E-03	1.16E-04	1.59E-06	9.51E-06	-4.89E-06	35.93250577	1	0	0	0	0	0	0	0
1.88E-01	6.49E-03	1.19E-03	1.03E-04	1.39E-06	8.23E-06	-4.30E-06	31.66927364	1	0	0	0	0	0	0	0
1.87E-01	6.40E-03	1.08E-03	9.22E-05	1.08E-06	7.25E-06	-3.63E-06	29.54863676	1	0	0	0	0	0	0	0
1.87E-01	6.66E-03	9.80E-04	8.72E-05	1.06E-06	6.82E-06	-2.99E-06	28.17598632	1	0	0	0	0	0	0	0
1.91E-01	8.40E-03	9.44E-04	9.30E-05	1.06E-06	7.85E-06	-2.71E-06	27.69091995	1	0	0	0	0	0	0	0
1.91E-01	8.40E-03	9.86E-04	9.70E-05	1.42E-06	8.26E-06	-2.78E-06	28.08320275	1	0	0	0	0	0	0	0
1.90E-01	7.60E-03	1.07E-03	9.72E-05	1.80E-06	7.79E-06	-2.83E-06	29.57420879	1	0	0	0	0	0	0	0
1.86E-01	5.96E-03	1.12E-03	8.07E-05	2.13E-06	5.91E-06	-2.58E-06	32.64972989	1	0	0	0	0	0	0	0
1.86E-01	5.51E-03	1.24E-03	8.35E-05	2.45E-06	5.91E-06	-3.07E-06	34.40277534	1	0	0	0	0	0	0	0
1.86E-01	5.62E-03	1.24E-03	8.65E-05	2.42E-06	6.21E-06	-3.17E-06	36.3280321	1	0	0	0	0	0	0	0
1.85E-01	5.22E-03	1.27E-03	8.94E-05	2.48E-06	6.22E-06	-3.52E-06	38.85502674	1	0	0	0	0	0	0	0
1.86E-01	5.28E-03	1.41E-03	1.01E-04	2.67E-06	7.17E-06	-4.50E-06	42.24325854	1	0	0	0	0	0	0	0
1.87E-01	5.45E-03	1.43E-03	1.06E-04	2.71E-06	7.74E-06	-4.83E-06	42.86093724	1	0	0	0	0	0	0	0
1.91E-01	7.32E-03	1.34E-03	1.27E-04	1.69E-06	1.04E-05	-4.58E-06	41.54282337	1	0	0	0	0	0	0	0
1.90E-01	7.16E-03	1.24E-03	1.15E-04	1.38E-06	9.45E-06	-4.21E-06	41.23080917	1	0	0	0	0	0	0	0
1.90E-01	7.62E-03	1.16E-03	1.14E-04	9.32E-07	9.50E-06	-3.77E-06	38.70102066	1	0	0	0	0	0	0	0
1.90E-01	7.48E-03	1.13E-03	1.05E-04	8.21E-07	8.66E-06	-3.55E-06	36.86979035	1	0	0	0	0	0	0	0
1.95E-01	9.32E-03	1.10E-03	1.16E-04	9.77E-07	1.02E-05	-3.27E-06	31.1769199	1	0	0	0	0	0	0	0
1.96E-01	1.03E-02	1.03E-03	1.20E-04	1.10E-06	1.09E-05	-2.95E-06	31.77144974	1	0	0	0	0	0	0	0
1.94E-01	8.62E-03	1.20E-03	1.13E-04	2.18E-06	9.36E-06	-3.20E-06	32.33595998	1	0	0	0	0	0	0	0
1.90E-01	7.30E-03	1.13E-03	9.12E-05	2.01E-06	6.75E-06	-2.35E-06	35.66061394	1	0	0	0	0	0	0	0
1.89E-01	7.12E-03	1.18E-03	9.03E-05	2.07E-06	6.35E-06	-2.39E-06	37.16969074	1	0	0	0	0	0	0	0
1.91E-01	7.69E-03	1.27E-03	1.14E-04	2.18E-06	8.69E-06	-3.26E-06	38.35283094	1	0	0	0	0	0	0	0
1.94E-01	8.34E-03	1.42E-03	1.46E-04	1.99E-06	1.28E-05	-5.04E-06	40.44501031	1	0	0	0	0	0	0	0
1.93E-01	8.32E-03	1.38E-03	1.43E-04	1.30E-06	1.28E-05	-5.12E-06	41.61029968	1	0	0	0	0	0	0	0
1.94E-01	8.32E-03	1.47E-03	1.64E-04	8.88E-07	1.48E-05	-5.68E-06	42.55519686	1	0	0	0	0	0	0	0
1.93E-01	7.86E-03	1.53E-03	1.61E-04	4.59E-07	1.42E-05	-6.34E-06	44.90801956	1	0	0	0	0	0	0	0
1.94E-01	8.13E-03	1.48E-03	1.57E-04	2.41E-07	1.41E-05	-5.99E-06	45.85407887	1	0	0	0	0	0	0	0
1.96E-01	8.74E-03	1.66E-03	1.89E-04	-1.74E-07	1.75E-05	-7.10E-06	45.6426477	1	0	0	0	0	0	0	0
1.96E-01	8.85E-03	1.56E-03	1.76E-04	-5.87E-07	1.63E-05	-6.24E-06	42.30592906	1	0	0	0	0	0	0	0
1.91E-01	6.97E-03	1.28E-03	1.38E-04	-1.13E-06	1.14E-05	-3.40E-06	38.56279665	1	0	0	0	0	0	0	0
1.93E-01	7.99E-03	1.41E-03	1.32E-04	-9.16E-07	9.93E-06	-6.24E-06	37.61677968	1	0	0	0	0	0	0	0
1.93E-01	7.27E-03	1.59E-03	1.45E-04	-7.51E-07	1.08E-05	-7.32E-06	36.47976945	1	0	0	0	0	0	0	0
1.95E-01	7.38E-03	1.60E-03	1.24E-04	2.89E-07	8.37E-06	-8.07E-06	35.99107139	1	0	0	0	0	0	0	0
1.95E-01	7.39E-03	1.78E-03	1.30E-04	-3.84E-08	8.32E-06	-9.51E-06	36.57879436	1	0	0	0	0	0	0	0
1.92E-01	6.77E-03	1.66E-03	1.20E-04	-2.09E-07	7.49E-06	-8.27E-06	37.33428357	1	0	0	0	0	0	0	0
1.90E-01	6.02E-03	1.67E-03	1.25E-04	-1.31E-07	7.98E-06	-8.36E-06	37.73682154	1	0	0	0	0	0	0	0
1.88E-01	5.54E-03	1.54E-03	1.22E-04	3.43E-07	8.19E-06	-7.24E-06	37.43012808	1	0	0	0	0	0	0	0
1.89E-01	5.92E-03	1.55E-03	1.29E-04	1.04E-06	9.33E-06	-7.41E-06	36.67074156	1	0	0	0	0	0	0	0
1.86E-01	5.53E-03	1.34E-03	1.16E-04	1.58E-06	8.58E-06	-5.46E-06	33.63848389	1	0	0	0	0	0	0	0
1.87E-01	5.63E-03	1.37E-03	1.12E-04	1.97E-06	8.38E-06	-5.32E-06	33.60039019	1	0	0	0	0	0	0	0
1.85E-01	5.27E-03	1.21E-03	9.29E-05	1.98E-06	6.65E-06	-3.93E-06	30.20121571	1	0	0	0	0	0	0	0
1.73E-01	1.48E-03	7.15E-04	1.84E-05	9.47E-07	6.60E-07	-6.41E-07	29.01503333	1	0	0	0	0	0	0	0
1.72E-01	1.40E-03	7.29E-04	1.53E-05	9.61E-07	4.44E-07	-7.23E-07	31.0319978	1	0	0	0	0	0	0	0
1.77E-01	2.35E-03	9.65E-04	3.79E-05	1.88E-06	1.58E-06	-1.49E-06	33.63369591	1	0	0	0	0	0	0	0
1.82E-01	3.67E-03	1.33E-03	8.15E-05	3.67E-06	4.36E-06	-3.06E-06	36.26780544	1	0	0	0	0	0	0	0
1.87E-01	5.14E-03	1.53E-03	1.26E-04	5.04E-06	8.31E-06	-4.44E-06	40.89629424	1	0	0	0	0	0	0	0
1.87E-01	5.31E-03	1.58E-03	1.35E-04	5.34E-06	9.16E-06	-4.42E-06	43.65086467	1	0	0	0	0	0	0	0
1.87E-01	5.08E-03	1.61E-03	1.39E-04	5.49E-06	9.28E-06	-4.35E-06	45.46920305	1	0	0	0	0	0	0	0
1.87E-01	5.26E-03	1.54E-03	1.41E-04	5.03E-06	9.92E-06	-4.30E-06	51.22340812	1	0	0	0	0	0	0	0
1.88E-01	5.67E-03	1.51E-03	1.43E-04	4.76E-06	1.06E-05	-4.51E-06	53.68499926	1	0	0	0	0	0	0	0
1.90E-01	6.60E-03	1.47E-03	1.55E-04	4.61E-06	1.24E-05	-5.25E-06	53.87557145	1	0	0	0	0	0	0	0
1.92E-01	7.33E-03	1.54E-03	1.64E-04	4.71E-06	1.32E-05	-7.09E-06	51.85949024	1	0	0	0	0	0	0	0
1.94E-01	7.87E-03	1.62E-03	1.78E-04	4.69E-06	1.40E-05	-8.66E-06	48.27403312	1	0	0	0	0	0	0	0
1.86E-01	5.41E-03	1.15E-03	9.07E-05	2.33E-06	6.17E-06	-4.03E-06	48.41338673	1	0	0	0	0	0	0	0
1.76E-01	3.22E-03	6.62E-04	2.94E-05	8.67E-07	1.46E-06	-1.40E-06	47.1235073	1	0	0	0	0	0	0	0
1.70E-01	1.73E-03	2.19E-04	1.77E-06	8.06E-08	3.98E-08	-1.21E-07	41.79927361	1	0	0	0	0	0	0	0
1.74E-01	2.61E-03	5.99E-04	1.62E-05	5.67E-07	3.74E-07	-1.31E-06	41.69753284	1	0	0	0	0	0	0	0
1.89E-01	5.96E-03	1.55E-03	1.43E-04	3.92E-06	1.02E-05	-7.08E-06	39.97405347	1	0	0	0	0	0	0	0
